608	2014-02-26	2014-02-10	2014-02-10	1	Personal		Approved
608	2014-02-26	2014-02-18	2014-02-18	1	Personal		Approved
580	2014-02-26	2014-03-17	2014-03-21	5			Approved
187	2014-02-26	2014-02-27	2014-02-28	2	Visiting Chennai		Approved
600	2014-02-27	2014-02-24	2014-02-24	1			Approved
564	2014-02-27	2014-02-26	2014-02-26	1			Approved
208	2014-02-27	2014-02-21	2014-02-21	1	personal		Approved
453	2014-02-27	2014-02-24	2014-02-24	1			Approved
519	2014-02-27	2014-05-02	2014-05-02	1	Personal		Approved
233	2014-02-27	2014-02-28	2014-03-03	2			Approved
594	2014-02-27	2014-02-10	2014-02-10	1	on vacation		Pending
594	2014-02-27	2014-02-13	2014-02-14	2	on vacation		Pending
632	2014-02-27	2014-02-26	2014-02-26	1	Not Feeling Well		Approved
473	2014-02-27	2014-02-24	2014-02-24	1			Approved
294	2014-02-27	2014-02-19	2014-02-19	1			Approved
294	2014-02-27	2014-03-10	2014-03-14	5			Approved
451	2014-02-27	2014-02-17	2014-02-17	1	Personal work		Approved
604	2014-02-28	2014-03-03	2014-03-03	1	Casual leave		Approved
619	2014-02-28	2014-03-03	2014-03-03	1	Casual leave		Approved
392	2014-02-28	2014-02-05	2014-02-05	1			Approved
392	2014-02-28	2014-02-07	2014-02-07	1			Approved
333	2014-02-28	2014-03-06	2014-03-07	2			Approved
579	2014-02-28	2014-02-17	2014-02-20	4	holiday		Approved
529	2014-02-28	2014-04-14	2014-04-15	2	Grandpa's 93rdb'day		Approved
467	2014-02-28	2014-02-17	2014-02-18	2			Approved
253	2014-02-28	2014-02-26	2014-02-27	2	Sick		Approved
399	2014-02-28	2014-02-10	2014-02-10	1			Approved
399	2014-02-28	2014-02-19	2014-02-19	1			Approved
399	2014-02-28	2014-02-28	2014-02-28	1			Approved
606	2014-02-28	2014-02-25	2014-02-25	1	sick		Pending
658	2014-02-28	2014-02-24	2014-02-24	1			Approved
617	2014-02-28	2014-03-03	2014-03-04	2	Going out of Pune	Enjoy..	Approved
304	2014-02-28	2014-02-10	2014-02-10	1	personal leave		Approved
182	2014-03-02	2014-03-03	2014-03-03	1			Approved
316	2014-03-03	2014-03-17	2014-03-17	1			Approved
316	2014-03-03	2014-03-27	2014-03-28	2			Approved
240	2014-03-03	2014-02-18	2014-02-18	1			Pending
549	2014-03-03	2014-08-04	2014-08-18	10			Approved
540	2014-03-03	2014-02-20	2014-02-20	1			Approved
611	2014-03-03	2014-03-13	2014-03-24	8	Visiting home during Holi		Approved
533	2014-03-03	2014-02-25	2014-02-27	3	Went to Home		Approved
523	2014-03-03	2014-03-03	2014-03-03	1	Personal Reason.		Approved
432	2014-03-03	2014-01-30	2014-01-31	2			Approved
432	2014-03-03	2014-02-14	2014-02-14	1			Approved
434	2014-03-04	2014-03-03	2014-03-03	1	Personal Work		Approved
598	2014-03-04	2014-03-03	2014-03-03	1	Personal Work		Approved
192	2014-03-04	2014-02-27	2014-03-03	3	Personal		Approved
169	2014-03-04	2014-03-07	2014-03-07	1			Approved
436	2014-03-04	2014-02-10	2014-02-10	1	casual		Approved
667	2014-03-04	2014-02-28	2014-02-28	1			Approved
433	2014-03-04	2014-04-01	2014-04-04	4			Approved
433	2014-03-04	2014-01-06	2014-01-17	10	Father was Hospitalized		Approved
523	2014-03-05	2014-03-04	2014-03-04	1	Personal Reason		Approved
352	2014-03-05	2014-03-03	2014-03-04	2			Pending
654	2014-03-05	2014-03-14	2014-03-21	6	going home for holi		Pending
670	2014-03-05	2014-03-26	2014-03-27	2	Personal Reason		Approved
189	2014-03-05	2014-03-03	2014-03-04	2	personal		Pending
189	2014-03-05	2014-03-28	2014-03-28	1	personal		Pending
246	2014-03-05	2014-03-14	2014-03-17	2	Personal, Family Trip		Approved
558	2014-03-06	2014-03-07	2014-03-07	1			Approved
414	2014-03-06	2014-02-14	2014-02-14	1			Approved
414	2014-03-06	2014-03-05	2014-03-05	1			Approved
448	2014-03-06	2014-03-04	2014-03-04	1			Approved
448	2014-03-06	2014-03-24	2014-03-26	3			Approved
535	2014-03-06	2014-03-07	2014-03-17	7			Approved
311	2014-03-06	2014-03-07	2014-03-07	1	Personal work		Approved
300	2014-03-06	2014-03-03	2014-03-03	1	School engagement		Approved
643	2014-03-07	2014-03-10	2014-03-18	7			Approved
465	2014-03-07	2014-03-13	2014-03-14	2	personal		Approved
493	2014-03-07	2014-03-28	2014-03-28	1		cancelling as requested by Pradeep	Cancelled
493	2014-03-07	2014-02-28	2014-02-28	1			Approved
160	2014-03-07	2014-03-07	2014-03-07	1			Approved
617	2014-03-07	2014-03-10	2014-03-21	10	Going Home	Enjoy...	Approved
669	2014-03-10	2014-03-25	2014-03-28	4			Approved
649	2014-03-10	2014-03-10	2014-03-11	2			Approved
275	2014-03-10	2014-03-25	2014-03-25	1	Vacation		Approved
660	2014-03-10	2014-03-14	2014-03-21	6	Going home	Approved	Approved
461	2014-03-10	2014-03-17	2014-03-17	1	Personal reason		Approved
639	2014-03-10	2014-03-10	2014-03-10	1	Hi Steve, I need to take a leave for some personal work today. Thanks Prashant 		Approved
570	2014-03-10	2014-03-14	2014-03-14	1			Approved
413	2014-03-10	2014-03-13	2014-03-14	2	vacation	Approved	Approved
327	2014-03-10	2014-03-06	2014-03-06	1	Sick leave		Approved
369	2014-03-10	2014-03-28	2014-04-02	3			Pending
182	2014-03-11	2014-05-12	2014-05-16	5			Approved
364	2014-03-11	2014-03-10	2014-03-10	1	passport renewal		Approved
549	2014-03-11	2014-03-14	2014-03-14	1			Approved
519	2014-03-11	2014-03-10	2014-03-10	1	Personal		Approved
534	2014-03-11	2014-03-07	2014-03-10	2			Approved
631	2014-03-12	2014-02-10	2014-02-10	1			Pending
208	2014-03-12	2014-03-11	2014-03-11	1	personal		Approved
520	2014-03-12	2014-03-05	2014-03-07	3	casual		Approved
531	2014-03-12	2014-03-17	2014-03-17	1	holi		Approved
616	2014-03-12	2014-03-14	2014-03-14	1			Approved
616	2014-03-12	2014-03-18	2014-03-18	1			Approved
119	2014-03-12	2014-03-12	2014-03-12	1	Worked half-day each on 11th and 12th Mar	Krishnan and I agreed this in advance.	Approved
539	2014-03-13	2014-03-14	2014-03-17	2	Going Home		Approved
671	2014-03-13	2014-03-17	2014-03-17	1			Approved
637	2014-03-13	2014-03-14	2014-03-21	6			Approved
451	2014-03-13	2014-03-10	2014-03-10	1	Personal work		Approved
451	2014-03-13	2014-03-12	2014-03-12	1	Personal work		Approved
